Sent#	Word	Entity	Tag
457	núp_bóng	O	O
457	"	O	O
457	máy_bay	O	O
457	Nga	O	O
457	khi	O	O
457	không	O	Attack
457	kích	O	Attack
457	mục_tiêu	O	O
457	tại	O	O
457	Syria	GPE	O
457	khiến	O	O
457	phòng_không	ORG	O
457	nước	ORG	O
457	này	ORG	O
457	nhầm	O	O
457	mục_tiêu	O	O
457	và	O	O
457	bắn	O	Attack
457	vào	O	O
457	đồng_minh	ORG	O
457	.	O	O
458	Bộ_trưởng	O	O
458	Quốc_phòng	O	O
458	Nga	O	O
458	Sergei_Shoigu	O	O
458	khẳng_định	O	O
458	nếu	O	O
458	các	O	O
458	biện_pháp	O	O
458	mà	O	O
458	Moskva	O	O
458	thực_hiện	O	O
458	sau	O	O
458	vụ	O	O
458	Il	VEH	O
458	-20	VEH	O
458	bị	O	O
458	bắn	O	Attack
458	rơi	O	O
458	không	O	O
458	đủ	O	O
458	để	O	O
458	"	O	O
458	làm	O	O
458	nguội	O	O
458	những	O	O
458	cái	O	O
458	đầu	O	O
458	nóng	O	O
458	"	O	O
458	Nga	GPE	O
458	sẽ	O	O
458	tiếp_tục	O	O
458	"	O	O
458	có	O	O
458	hành_động	O	O
458	tuỳ	O	O
458	theo	O	O
458	tình_hình	O	O
458	"	O	O
458	nhằm	O	O
458	ngăn_chặn	O	O
458	những	O	O
458	động_thái	O	O
458	có_thể	O	O
458	gây	O	O
458	nguy_hại	O	O
458	cho	O	O
458	binh_sĩ	O	O
458	Nga	O	O
458	ở	O	O
458	Syria	O	O
458	.	O	O
459	Mỹ	GPE	O
459	điều	O	O
459	hai	VEH	O
459	tàu	VEH	O
459	hải_quân	VEH	O
459	đi	O	Transport
459	qua	O	Transport
459	eo_biển	GPE	O
459	Đài_Loan	GPE	O
459	.	O	O
460	Tàu_khu_trục	VEH	O
460	USS	VEH	O
460	McCampbell	VEH	O
460	trên	O	O
460	đường	O	O
460	tới	O	Transport
460	eo_biển	GPE	O
460	Đài_Loan	GPE	O
460	.	O	O
461	Ảnh	O	O
461	US	O	O
461	Navy	O	O
461	.	O	O
462	"	O	O
462	Khu	VEH	O
462	trục	VEH	O
462	hạm	VEH	O
462	USS	VEH	O
462	McCampbell	VEH	O
462	và	VEH	O
462	tàu	VEH	O
462	tiếp	VEH	O
462	dầu	VEH	O
462	USNS	VEH	O
462	Walter_S._Diehl	VEH	O
462	đã	O	O
462	đi	O	Transport
462	qua	O	Transport
462	eo_biển	GPE	O
462	Đài_Loan	GPE	O
462	.	O	O
463	Hoạt_động	O	O
463	này	O	O
463	thể_hiện	O	O
463	cam_kết	O	O
463	của	O	O
463	Mỹ	O	O
463	về	O	O
463	khu_vực	O	O
463	Ấn_Độ	O	O
463	Thái_Bình_Dương	O	O
463	cởi_mở	O	O
463	và	O	O
463	tự_do	O	O
463	"	O	O
463	Sputnik	O	O
463	dẫn	O	O
463	lời	O	O
463	thiếu_tá	O	O
463	Tim_Gorman	O	O
463	phát_ngôn_viên	O	O
463	Hạm_đội	O	O
463	Thái_Bình_Dương	O	O
463	hải_quân	O	O
463	Mỹ	O	O
463	hôm_nay	O	O
463	phát_biểu	O	O
463	.	O	O
464	Chuyến	O	O
464	tuần_tra	O	O
464	diễn	O	O
464	ra	O	O
464	chỉ	O	O
464	hai	O	O
464	ngày	O	O
464	sau	O	O
464	cuộc	O	O
464	diễn_tập	O	O
464	tác_chiến	O	O
464	tầm_xa	O	O
464	của	O	O
464	không_quân	O	O
464	Trung_Quốc	O	O
464	với	O	O
464	sự	O	O
464	tham_gia	O	O
464	của	O	O
464	tiêm_kích	O	O
464	Su	O	O
464	-30	O	O
464	và	O	O
464	vận_tải	O	O
464	cơ	O	O
464	Y	O	O
464	-8	O	O
464	.	O	O
465	"	O	O
465	Hải_quân	O	O
465	Mỹ	O	O
465	sẽ	O	O
465	tiếp_tục	O	O
465	hoạt_động	O	O
465	ở	O	O
465	bất_kỳ	O	O
465	nơi	O	O
465	nào	O	O
465	luật_pháp	O	O
465	quốc_tế	O	O
465	cho_phép	O	O
465	"	O	O
465	thiếu_tá	O	O
465	Gorman	O	O
465	nói	O	O
465	thêm	O	O
465	.	O	O
466	Cơ_quan	O	O
466	phòng_vệ	O	O
466	Đài_Loan	O	O
466	cho_biết	O	O
466	đã	O	O
466	theo_dõi	O	O
466	sát	O	O
466	các	O	O
466	tàu	O	O
466	hải_quân	O	O
466	Mỹ	O	O
466	và	O	O
466	luôn	O	O
466	kiểm_soát	O	O
466	được	O	O
466	tình_hình	O	O
466	.	O	O
467	Trung_Quốc	O	O
467	chưa	O	O
467	có	O	O
467	phản_ứng	O	O
467	trước	O	O
467	chuyến	O	O
467	tuần_tra	O	O
467	.	O	O
468	Hải_quân	O	O
468	Mỹ	GPE	O
468	từng	O	O
468	nhiều	O	O
468	lần	O	O
468	điều	O	O
468	tàu_chiến	VEH	O
468	qua	O	Transport
468	eo_biển	GPE	O
468	Đài_Loan	GPE	O
468	nhằm	O	O
468	bảo_đảm	O	O
468	quyền	O	O
468	tự_do	O	O
468	hàng_hải	O	O
468	.	O	O
469	Việc	O	O
469	tàu_chiến	O	O
469	Mỹ	O	O
469	đi	O	O
469	qua	O	O
469	khu_vực	O	O
469	nhạy_cảm	O	O
469	này	O	O
469	được	O	O
469	coi	O	O
469	là	O	O
469	hành_động	O	O
469	khiêu_khích	O	O
469	với	O	O
469	Bắc_Kinh	O	O
469	bởi	O	O
469	Trung_Quốc	O	O
469	coi	O	O
469	Đài_Loan	O	O
469	là	O	O
469	lãnh_thổ	O	O
469	không_thể	O	O
469	tách	O	O
469	rời	O	O
469	và	O	O
469	có_thể	O	O
469	dùng	O	O
469	vũ_lực	O	O
469	để	O	O
469	thống_nhất	O	O
469	.	O	O
470	Quan_hệ	O	O
470	hai	O	O
470	bờ	O	O
470	eo_biển	O	O
470	trở_nên	O	O
470	nguội_lạnh	O	O
470	kể	O	O
470	từ	O	O
470	khi	O	O
470	nhà_lãnh_đạo	O	O
470	Thái_Anh_Văn	O	O
470	người	O	O
470	không	O	O
470	công_nhận	O	O
470	chính_sách	O	O
470	"	O	O
470	Một	O	O
470	Trung_Quốc	O	O
470	"	O	O
470	lên	O	O
470	nắm	O	O
470	quyền	O	O
470	hồi	O	O
470	giữa	O	O
470	năm	O	O
470	2016	O	O
470	.	O	O
471	Chủ_tịch	O	O
471	Trung_Quốc	O	O
471	Tập_Cận_Bình	O	O
471	hồi	O	O
471	đầu	O	O
471	tháng	O	O
471	tuyên_bố	O	O
471	Bắc_Kinh	O	O
471	không	O	O
471	từ_bỏ	O	O
471	phương_án	O	O
471	dùng	O	O
471	phương_án	O	O
471	quân_sự	O	O
471	để	O	O
471	thu_hồi	O	O
471	Đài_Loan	O	O
471	và	O	O
471	khẳng_định	O	O
471	Trung_Quốc	O	O
471	bảo_lưu	O	O
471	quyền	O	O
471	sử_dụng	O	O
471	mọi	O	O
471	biện_pháp	O	O
471	cần_thiết	O	O
471	để	O	O
471	đối_phó	O	O
471	với	O	O
471	"	O	O
471	những	O	O
471	thế_lực	O	O
471	bên	O	O
471	ngoài	O	O
471	muốn	O	O
471	can_thiệp	O	O
471	"	O	O
471	.	O	O
472	Khu_vực	O	O
472	eo_biển	O	O
472	Đài_Loan	O	O
472	.	O	O
473	Đồ_hoạ	O	O
473	BBC	O	O
473	.	O	O
475	Thảm_sát	O	Attack
475	Odessa	O	O
475	Kiev	O	O
475	đổ	O	O
475	lỗi	O	O
475	cho	O	O
475	Nga	O	O
475	Yanukovych	O	O
475	và	O	O
475	…	O	O
475	nạn_nhân	O	O
476	Ngày	TIME	O
476	4/5	TIME	O
476	hàng	PER	O
476	trăm	PER	O
476	người	PER	O
476	biểu_tình	O	Demonstrate
476	đã	O	O
476	kéo	O	O
476	đến	O	O
476	trước	O	O
476	cổng	LOC	O
476	Cục	LOC	O
476	Nội_vụ	LOC	O
476	Odessa	LOC	O
476	để	O	O
476	phản_đối	O	O
476	sự	O	O
476	vô_trách_nhiệm	O	O
476	của	O	O
476	họ	O	O
476	trong	O	O
476	vụ	O	O
476	thảm_sát	O	Attack
476	đẫm	O	O
476	máu	O	O
476	hôm	TIME	O
476	2/5	TIME	O
476	khiến	O	O
476	46	PER	O
476	người	PER	O
476	thiệt_mạng	O	Die
476	.	O	O
477	Những	O	O
477	người	PER	O
477	bị	O	O
477	đốt	O	Attack
477	cháy	O	Attack
477	bên	O	O
477	trong	O	O
477	toà	LOC	O
477	nhà	LOC	O
477	Công_đoàn	LOC	O
477	ở	LOC	O
477	Odessa	LOC	O
477	hôm	TIME	O
477	2/5	TIME	O
477	đang	O	O
477	tìm	O	O
477	cách	O	O
477	thoát_thân	O	O
477	.	O	O
478	Những	O	O
478	người	O	Demonstrate
478	biểu_tình	O	Demonstrate
478	đã	O	O
478	đe_doạ	O	O
478	xông	O	O
478	vào	O	O
478	toà	LOC	O
478	nhà	LOC	O
478	Cục	LOC	O
478	Nội_vụ	LOC	O
478	yêu_cầu	O	O
478	Thống_đốc	PER	O
478	Odessa_Vladimir_Nemirovsky	PER	O
478	từ_chức	O	End-position
478	và	O	O
478	gọi	O	O
478	ông	O	O
478	này	O	O
478	là	O	O
478	"	O	O
478	kẻ	O	O
478	giết	O	O
478	người	O	O
478	"	O	O
478	.	O	O
479	Họ	O	O
479	lên_tiếng	O	O
479	đòi	O	O
479	những	O	O
479	người	O	O
479	chịu	O	O
479	trách_nhiệm	O	O
479	về	O	O
479	vụ	O	O
479	bạo_lực	O	Attack
479	dẫn	O	O
479	đến	O	O
479	thảm_sát	O	Die
479	này	O	O
479	phải	O	O
479	bị	O	O
479	trừng_phạt	O	O
479	.	O	O
480	Trong	O	O
480	khi	O	O
480	đó	O	O
480	hàng	PER	O
480	trăm	PER	O
480	người_dân	PER	O
480	ở	PER	O
480	thành_phố	PER	O
480	cảng	PER	O
480	nằm	PER	O
480	bên	PER	O
480	bờ	PER	O
480	Biển_Đen	PER	O
480	cũng	O	O
480	đang	O	O
480	đổ_xô	O	Demonstrate
480	đến	O	Demonstrate
480	toà	FAC	O
480	nhà	FAC	O
480	Công_đoàn	FAC	O
480	nơi	O	O
480	hàng	PER	O
480	chục	PER	O
480	người	PER	O
480	chết	O	Die
480	trong	O	O
480	một	O	O
480	vụ	O	O
480	cháy	O	O
480	sau	O	O
480	khi	O	O
480	nhưng	O	O
480	kẻ	PER	O
480	dân_tộc	PER	O
480	cực_đoan	PER	O
480	đốt	O	Attack
480	cháy	O	Attack
480	toà	FAC	O
480	nhà	FAC	O
480	nơi	FAC	O
480	có	FAC	O
480	hàng	FAC	O
480	trăm	FAC	O
480	người	FAC	O
480	hoạt_động	FAC	O
480	ủng_hộ	FAC	O
480	quyền	FAC	O
480	tự_chủ	FAC	O
480	của	FAC	O
480	Odessa	FAC	O
480	đang	FAC	O
480	tập_trung	FAC	O
480	.	O	O
481	Một	PER	O
481	nhóm	PER	O
481	người	PER	O
481	biểu_tình	PER	O
481	đã	O	O
481	cố_gắng	O	O
481	đột_nhập	O	Attack
481	vào	O	O
481	toà	FAC	O
481	nhà	FAC	O
481	Công_đoàn	FAC	O
481	nhưng	O	O
481	đã	O	O
481	phải	O	O
481	rút	O	O
481	ra	O	O
481	bởi	O	O
481	cảnh_sát	O	O
481	đang	O	O
481	bảo_vệ	O	O
481	hiện_trường	O	O
481	để	O	O
481	phục_vụ	O	O
481	công_tác	O	O
481	hoạt_động	O	O
481	điều_tra	O	O
481	vẫn	O	O
481	đang	O	O
481	được	O	O
481	tiến_hành	O	O
481	.	O	O
482	Những	O	O
482	người	O	O
482	này	O	O
482	đã	O	O
482	có	O	O
482	nhiều	O	O
482	hành_động	O	O
482	phản_đối	O	O
482	gỡ	O	O
482	bỏ	O	O
482	và	O	O
482	đốt	O	O
482	cờ	O	O
482	Ukraine	O	O
482	.	O	O
483	Cảnh_sát	O	O
483	và	O	O
483	các	O	O
483	quan_chức	O	O
483	chính_quyền	O	O
483	Odessa	O	O
483	đã	O	O
483	không	O	O
483	can_thiệp	O	O
483	.	O	O
484	Theo	O	O
484	trang_web	O	O
484	Life_News	O	O
484	12	O	O
484	trong	O	O
484	số	O	O
484	46	O	O
484	thi_thể	O	Die
484	đã	O	O
484	cho	O	O
484	đến	O	O
484	nay	O	O
484	được	O	O
484	xác_định	O	O
484	danh_tính	O	O
484	.	O	O
485	Theo	O	O
485	các	O	O
485	hãng	O	O
485	truyền_thông	O	O
485	khoảng	O	O
485	một_nửa	PER	O
485	trong	PER	O
485	số	PER	O
485	họ	PER	O
485	đã	O	O
485	chết	O	Die
485	vì	O	O
485	vết_thương	O	Injure
485	do	O	O
485	đạn	WEA	O
485	bắn	WEA	O
485	.	O	O
486	Công_tố_viên	O	O
486	khu_vực	O	O
486	Odessa	O	O
486	Igor_Borshulyak	O	O
486	cho_biết	O	O
486	20	PER	O
486	người	PER	O
486	đã	O	O
486	chết	O	Die
486	là	O	O
486	sĩ_quan	O	O
486	cảnh_sát	O	O
486	.	O	O
487	Ông	O	O
487	nói	O	O
487	thêm	O	O
487	rằng	O	O
487	8	PER	O
487	trong	PER	O
487	số	PER	O
487	các	PER	O
487	nạn_nhân	PER	O
487	đã	O	O
487	chết	O	Die
487	sau	O	O
487	khi	O	O
487	nhảy	O	O
487	từ	O	O
487	toà	O	O
487	nhà	O	O
487	đang	O	O
487	cháy	O	O
487	hãng	O	O
487	Itar	O	O
487	Tass	O	O
487	đưa	O	O
487	tin	O	O
487	.	O	O
488	Chủ_tịch	O	O
488	Hội_đồng	O	O
488	khu_vực	O	O
488	Odessa	O	O
488	ông	O	O
488	Nikolay_Tindyuk	O	O
488	cho_biết	O	O
488	Odessa	ORG	O
488	sẽ	O	O
488	tổ_chức	O	O
488	một	O	O
488	phiên	O	Meet
488	họp	O	Meet
488	đặc_biệt	O	O
488	vào	O	O
488	ngày	TIME	O
488	5/5	TIME	O
488	để	O	O
488	thông_qua	O	O
488	một	O	O
488	nghị_quyết	O	O
488	bất_tín_nhiệm	O	O
488	chống	O	O
488	lại	O	O
488	các	O	O
488	quan_chức	O	O
488	chính_quyền	O	O
488	và	O	O
488	an_ninh	O	O
488	khu_vực	O	O
488	vì	O	O
488	sự	O	O
488	vô_trách_nhiệm	O	O
488	của	O	O
488	họ	O	O
488	trong	O	O
488	sự_kiện	O	O
488	bi_thảm	O	O
488	này	O	O
488	.	O	O
489	Trong	O	O
489	một	O	O
489	dự_thảo	O	O
489	báo_cáo	O	O
489	các	O	O
489	đại_biểu	O	O
489	Hội_đồng	O	O
489	đổ	O	O
489	lỗi	O	O
489	cho	O	O
489	chính_quyền	O	O
489	đã	O	O
489	"	O	O
489	quá	O	O
489	thụ_động	O	O
489	và	O	O
489	thiếu	O	O
489	năng_lực	O	O
489	"	O	O
489	.	O	O
490	Cựu	O	O
490	thống_đốc	O	O
490	Odessa	O	O
490	Nikolay_Skorik	O	O
490	gọi	O	O
490	hành_động	O	O
490	những	O	O
490	kẻ	PER	O
490	tấn_công	PER	O
490	đốt	O	Attack
490	cháy	O	Attack
490	"	O	O
490	thường_dân	PER	O
490	không	PER	O
490	vũ_trang	PER	O
490	"	O	O
490	giống	O	O
490	như	O	O
490	những	O	O
490	hành_động	O	O
490	của	O	O
490	những	O	O
490	kẻ	O	O
490	phát_xít	O	O
490	trong	O	O
490	Thế_chiến	O	O
490	II	O	O
490	.	O	O
491	"	O	O
492	Họ	PER	O
492	đã	O	O
492	bị	O	O
492	giết	O	Die
492	chỉ	O	O
492	vì	O	O
492	họ	O	O
492	đã	O	O
492	có	O	O
492	một	O	O
492	quan_điểm	O	O
492	khác	O	O
492	"	O	O
492	ông	PER	O
492	Skorik	PER	O
492	người	PER	O
492	khởi_xướng	PER	O
492	phiên	O	Meet
492	họp	O	Meet
492	đặc_biệt	O	O
492	nói	O	O
492	.	O	O
493	Trong	O	O
493	khi	O	O
493	đó	O	O
493	các	O	O
493	quan_chức	O	O
493	Kiev	O	O
493	vẫn	O	O
493	thản_nhiên	O	O
493	bày_tỏ	O	O
493	quan_điểm	O	O
493	“	O	O
493	rất	O	O
493	khác	O	O
493	”	O	O
493	của	O	O
493	họ	O	O
493	sau	O	O
493	vụ	O	O
493	thảm_sát	O	O
493	Odessa	O	O
493	.	O	O
494	Đầu_tiên	O	O
494	quyền	PER	O
494	Chánh_Văn_phòng	PER	O
494	Tổng_thống	PER	O
494	Ukraine	PER	O
494	Sergey_Pashinsky	PER	O
494	–	O	O
494	người	O	O
494	vừa	O	O
494	được	O	O
494	bổ_nhiệm	O	Nominate
494	sau	O	O
494	vụ	O	O
494	đảo	O	O
494	chính	O	O
494	ở	O	O
494	Kiev	O	O
494	đã	O	O
494	cho	O	O
494	rằng	O	O
494	vụ	O	O
494	thảm_sát	O	O
494	này	O	O
494	là	O	O
494	“	O	O
494	một	O	O
494	âm_mưu	O	O
494	của	O	O
494	Nga	O	O
494	”	O	O
494	.	O	O
495	"	O	O
496	Những	O	O
496	gì	O	O
496	chúng_ta	O	O
496	thấy	O	O
496	là	O	O
496	một	O	O
496	sự	O	O
496	khiêu_khích	O	O
496	của	O	O
496	FSB	O	O
496	Cơ_quan	O	O
496	An_ninh	O	O
496	liên_bang	O	O
496	Nga	O	O
496	nhằm	O	O
496	đánh	O	O
496	lạc	O	O
496	hướng	O	O
496	sự	O	O
496	chú_ý	O	O
496	vào	O	O
496	các	O	O
496	chiến_dịch	O	O
496	chống	O	O
496	khủng_bố	O	O
496	của	O	O
496	chúng_ta	O	O
496	"	O	O
496	ông	O	O
496	Sergey_Pashinsky	O	O
496	nói	O	O
496	mặc_dù	O	O
496	không	O	O
496	đưa	O	O
496	được	O	O
496	bất_cứ	O	O
496	bằng_chứng	O	O
496	nào	O	O
496	cho	O	O
496	lời	O	O
496	buộc_tội	O	O
496	Nga	O	O
496	của	O	O
496	mình	O	O
496	.	O	O
497	Hôm	O	O
497	3/5	O	O
497	Cơ_quan	O	O
497	an_ninh	O	O
497	Ukraina	O	O
497	SBU	O	O
497	ra	O	O
497	thông_báo	O	O
497	cho	O	O
497	rằng	O	O
497	các	O	O
497	vụ	O	Attack
497	đụng_độ	O	Attack
497	đã	O	O
497	được	O	O
497	tài_trợ	O	O
497	và	O	O
497	chủ_mưu	O	O
497	bởi	O	O
497	các	O	O
497	quan_chức	O	O
497	hàng_đầu	O	O
497	của	O	O
497	chính_phủ	O	O
497	của	O	O
497	Tổng_thống	O	O
497	bị	O	O
497	lật_đổ	O	O
497	Viktor_Yanukovich	O	O
497	.	O	O
498	Nhưng	O	O
498	Bộ	O	O
498	Nội_vụ	O	O
498	của	O	O
498	nước	O	O
498	này	O	O
498	cho_biết	O	O
498	các	O	O
498	nạn_nhân	O	O
498	của	O	O
498	tình_trạng	O	O
498	bất_ổn	O	O
498	bạo_lực	O	O
498	chỉ	O	O
498	có_thể	O	O
498	tự	O	O
498	trách	O	O
498	mình	O	O
498	.	O	O
499	"	O	O
500	Hôm_qua	O	O
500	trong	O	O
500	cuộc	O	O
500	đối_đầu	O	O
500	giữa	O	O
500	những	O	O
500	kẻ	O	O
500	cực_đoan	O	O
500	và	O	O
500	cảnh_sát	O	O
500	những	O	O
500	người	O	O
500	thực_thi	O	O
500	pháp_luật	O	O
500	đã	O	O
500	buộc	O	O
500	những	O	O
500	kẻ	O	O
500	vi_phạm	O	O
500	pháp_luật	O	O
500	phải	O	O
500	dồn	O	O
500	về	O	O
500	Kulikovo_Field	O	O
500	nơi	O	O
500	họ	O	O
500	chiếm_giữ	O	O
500	nhà	O	O
500	Thương_mại	O	O
500	Công_đoàn	O	O
500	và	O	O
500	chặn	O	O
500	nó	O	O
500	từ	O	O
500	bên	O	O
500	trong	O	O
500	"	O	O
500	thông_cáo	O	O
500	của	O	O
500	SBU	O	O
500	viết	O	O
500	.	O	O
501	Theo	O	O
501	Bộ	O	O
501	Nội_vụ	O	O
501	Ukraine	O	O
501	những	O	O
501	"	O	O
501	kẻ	PER	O
501	tấn_công	PER	O
501	"	O	O
501	đã	O	O
501	ném	O	Attack
501	chai	O	Attack
501	xăng	O	Attack
501	Molotov	O	Attack
501	từ	O	O
501	tầng	O	O
501	trên	O	O
501	và	O	O
501	bắn	O	Attack
501	vào	O	O
501	"	O	O
501	dân_thường	PER	O
501	"	O	O
501	.	O	O
502	Kết_quả	O	O
502	là	O	O
502	đám	O	O
502	cháy	O	O
502	bắt_đầu	O	O
502	bùng_phát	O	O
502	và	O	O
502	lan	O	O
502	ra	O	O
502	khắp	O	O
502	toà	O	O
502	nhà	O	O
502	làm	O	O
502	chết	O	Die
502	hơn	O	O
502	40	PER	O
502	người	PER	O
502	.	O	O
503	Có_điều	O	O
503	những	O	O
503	cáo_buộc	O	O
503	này	O	O
503	mâu_thuẫn	O	O
503	với	O	O
503	những	O	O
503	gì	O	O
503	được	O	O
503	ghi	O	O
503	lại	O	O
503	trong	O	O
503	rất	O	O
503	nhiều	O	O
503	đoạn	O	O
503	video	O	O
503	quay	O	O
503	tại	O	O
503	hiện_trường	O	O
503	của	O	O
503	sự_kiện	O	O
503	bi_thảm	O	O
503	.	O	O
504	Hàng_loạt	O	O
504	nhân_chứng	O	O
504	cũng	O	O
504	phản_đối	O	O
504	tuyên_bố	O	O
504	của	O	O
504	Bộ	O	O
504	Nội_vụ	O	O
504	Ukraine	O	O
504	và	O	O
504	khẳng_định	O	O
504	rằng	O	O
504	sự_thật	O	O
504	là	O	O
504	những	O	O
504	chai	O	O
504	xăng	O	O
504	được	O	O
504	ném	O	O
504	vào	O	O
504	toà	O	O
504	nhà	O	O
504	từ	O	O
504	đường_phố	O	O
504	.	O	O
505	Video	O	O
505	Nhiều	O	O
505	người	O	O
505	đã	O	O
505	phải	O	O
505	nhảy	O	O
505	tự_do	O	O
505	từ	O	O
505	các	O	O
505	tầng	O	O
505	cao	O	O
505	xuống	O	O
505	đất	O	O
505	mong	O	O
505	thoát	O	O
505	nạn	O	O
505	.	O	O
506	Video	O	O
506	được	O	O
506	đăng	O	O
506	trên	O	O
506	internet	O	O
506	cũng	O	O
506	cho	O	O
506	thấy	O	O
506	những	O	O
506	kẻ	O	O
506	bao_vây	O	O
506	bên	O	O
506	ngoài	O	O
506	toà	O	O
506	nhà	O	O
506	đã	O	O
506	kêu_gọi	O	O
506	đốt_phá	O	O
506	.	O	O
507	Chúng	O	O
507	bị	O	O
507	chặn	O	O
507	cửa	O	O
507	thoát	O	O
507	của	O	O
507	toà	O	O
507	nhà	O	O
507	và	O	O
507	những	O	O
507	người	O	O
507	biểu_tình	O	O
507	bị	O	O
507	mắc_kẹt	O	O
507	bên	O	O
507	trong	O	O
507	.	O	O
508	Họ	O	O
508	không	O	O
508	có	O	O
508	lựa_chọn	O	O
508	nào	O	O
508	khác	O	O
508	ngoài	O	O
508	việc	O	O
508	nhảy	O	O
508	ra	O	O
508	khỏi	O	O
508	cửa_sổ	O	O
508	để	O	O
508	thoát_thân	O	O
508	.	O	O
509	Cảnh_sát	O	O
509	chống	O	O
509	bạo_động	O	O
509	chỉ	O	O
509	xuất_hiện	O	O
509	tại	O	O
509	hiện_trường	O	O
509	chỉ	O	O
509	khi	O	O
509	toà	O	O
509	nhà	O	O
509	đang	O	O
509	cháy	O	O
509	và	O	O
509	các	O	O
509	nạn_nhân	PER	O
509	đầu_tiên	PER	O
509	là	O	O
509	đã	O	O
509	có	O	O
509	trên	O	O
509	mặt_đất	O	O
509	trong	O	O
509	tình_trạng	O	O
509	bị_thương	O	Injure
509	nặng	O	Injure
509	hoặc	O	O
509	đã	O	Die
509	chết	O	Die
509	.	O	O
510	Video	O	O
510	quay	O	O
510	tại	O	O
510	hiện_trường	O	O
510	cho	O	O
510	thấy	O	O
510	chai	O	O
510	xăng	O	O
510	Molotov	O	O
510	được	O	O
510	ném	O	O
510	vào	O	O
510	toà	O	O
510	nhà	O	O
510	từ	O	O
510	bên	O	O
510	ngoài	O	O
511	Theo	O	O
511	một	O	O
511	sĩ_quan	O	O
511	cao_cấp	O	O
511	giấu	O	O
511	tên	O	O
511	của	O	O
511	Bộ	O	O
511	Nội_vụ	O	O
511	Ukraine	O	O
511	cảnh_sát	O	O
511	được	O	O
511	lệnh	O	O
511	rút	O	O
511	khỏi	O	O
511	khu_vực	O	O
511	của	O	O
511	các	O	O
511	vụ	O	O
511	đụng_độ	O	O
511	.	O	O
512	Các	O	O
512	nguồn_tin	O	O
512	nói	O	O
512	với	O	O
512	RIA	O	O
512	Novosti	O	O
512	rằng	O	O
512	tiểu_đoàn	PER	O
512	đặc_biệt	PER	O
512	Vostok	PER	O
512	và	PER	O
512	Shtorm	PER	O
512	Storm	O	O
512	mặc	O	O
512	quần_áo	O	O
512	dân_sự	O	O
512	và	O	O
512	đã	O	O
512	tham_gia	O	O
512	vào	O	O
512	"	O	O
512	vụ	O	O
512	giết	O	Attack
512	người	O	Attack
512	và	O	Attack
512	đánh_đập	O	Attack
512	những	O	O
512	người	PER	O
512	phản_đối	PER	O
512	Maidan	PER	O
512	”	O	O
512	.	O	O
513	"	O	O
514	Các	O	O
514	tiểu_đoàn	O	O
514	đặc_biệt	O	O
514	này	O	O
514	gần	O	O
514	đây	O	O
514	đã	O	O
514	được	O	O
514	các	O	O
514	tổ_chức	O	O
514	dân_tộc	O	O
514	cực_đoan	O	O
514	đào_tạo	O	O
514	"	O	O
514	nguồn_tin	O	O
514	giấu	O	O
514	tên	O	O
514	nói	O	O
514	thêm	O	O
514	.	O	O
515	Lương_Minh	O	O
516	Toà	O	O
516	đính	O	O
516	chính	O	O
516	án_phí	O	O
516	đọc	O	O
516	nhầm	O	O
516	trong	O	O
516	vụ	O	O
516	ly_hôn	O	Divorce
516	vợ_chồng	PER	O
516	Trung_Nguyên	PER	O
516	.	O	O
517	Ngày	TIME	O
517	5/4	TIME	O
517	TAND	ORG	O
517	TPHCM	ORG	O
517	tống_đạt	O	O
517	bản_án	O	O
517	sơ_thẩm	O	O
517	vụ	O	O
517	ly_hôn	O	Divorce
517	cho	O	O
517	bà	PER	O
517	Lê_Hoàng_Diệp_Thảo	PER	O
517	46	PER	O
517	tuổi	PER	O
517	và	PER	O
517	ông	PER	O
517	Đặng_Lê_Nguyên_Vũ	PER	O
517	48	PER	O
517	tuổi	PER	O
517	Chủ_tịch	PER	O
517	HĐQT	PER	O
517	kiêm	PER	O
517	Tổng_giám_đốc	PER	O
517	Tập_đoàn	PER	O
517	cà_phê	PER	O
517	Trung_Nguyên	PER	O
517	kèm	O	O
517	thông_báo	O	O
517	về	O	O
517	việc	O	O
517	toà	O	O
517	đã	O	O
517	đọc	O	O
517	nhầm	O	O
517	án_phí	O	O
517	.	O	O
518	"	O	O
518	Mức	O	O
518	án_phí	O	O
518	chính_xác	O	O
518	theo	O	O
518	quy_định	O	O
518	đã	O	O
518	được	O	O
518	chỉnh_sửa	O	O
518	trong	O	O
518	bản_án	O	O
518	.	O	O
519	Tổng_cộng	O	O
519	án_phí	O	O
519	bà	O	O
519	Thảo	O	O
519	và	O	O
519	ông	O	O
519	Vũ	O	O
519	phải	O	O
519	nộp	O	O
519	khoảng	O	O
519	hơn	O	O
519	8	O	O
519	tỷ	O	O
519	đồng	O	O
519	"	O	O
519	chủ_toạ	O	O
519	Nguyễn_Văn_Xuân	O	O
519	cho_biết	O	O
519	.	O	O
520	Trước	O	O
520	đó	O	O
520	chiều	O	O
520	27/3	O	O
520	khi	O	O
520	tuyên_án	O	O
520	thẩm_phán	O	O
520	Xuân	O	O
520	đọc	O	O
